code,name,listingDate,shares,listingBoard
AREA,Dunia Virtual Online Tbk.,2024-04-01T00:00:00,2539601000.0,Pengembangan
ATIC,Anabatic Technologies Tbk.,2015-07-08T00:00:00,2315361355.0,Pengembangan
AWAN,Era Digital Media Tbk.,2023-04-18T00:00:00,3435000000.0,Pengembangan
AXIO,Tera Data Indonusa Tbk.,2022-07-20T00:00:00,5840126500.0,Utama
BELI,Global Digital Niaga Tbk.,2022-11-08T00:00:00,123210496616.0,Ekonomi Baru
BUKA,Bukalapak.com Tbk.,2021-08-06T00:00:00,103108797367.0,Ekonomi Baru
CASH,Cashlez Worldwide Indonesia Tb,2020-05-04T00:00:00,1431125517.0,Akselerasi
CHIP,Pelita Teknologi Global Tbk.,2023-02-08T00:00:00,806000000.0,Akselerasi
CYBR,ITSEC Asia Tbk.,2023-08-08T00:00:00,6449574702.0,Pengembangan
DCII,DCI Indonesia Tbk.,2021-01-06T00:00:00,2383745900.0,Pengembangan
DIVA,Distribusi Voucher Nusantara T,2018-11-27T00:00:00,1428571400.0,Pengembangan
DMMX,Digital Mediatama Maxima Tbk.,2019-10-21T00:00:00,7692307700.0,Pengembangan
EDGE,Indointernet Tbk.,2021-02-08T00:00:00,2020250000.0,Pengembangan
ELIT,Data Sinergitama Jaya Tbk.,2023-01-06T00:00:00,2031643057.0,Pengembangan
EMTK,Elang Mahkota Teknologi Tbk.,2010-01-12T00:00:00,61316751483.0,Utama
ENVY,Envy Technologies Indonesia Tb,2019-07-08T00:00:00,1800000000.0,Pemantauan Khusus
GLVA,Galva Technologies Tbk.,2019-12-23T00:00:00,1500000000.0,Pengembangan
GOTO,GoTo Gojek Tokopedia Tbk.,2022-04-11T00:00:00,1201409662836.0,Ekonomi Baru
HDIT,Hensel Davest Indonesia Tbk.,2019-07-12T00:00:00,1524680000.0,Pemantauan Khusus
IOTF,Sumber Sinergi Makmur Tbk.,2023-10-06T00:00:00,5287343133.0,Pengembangan
IRSX,Aviana Sinar Abadi Tbk.,2023-02-07T00:00:00,5000348206.0,Pemantauan Khusus
JATI,Informasi Teknologi Indonesia ,2023-05-08T00:00:00,3262520106.0,Pengembangan
KIOS,Kioson Komersial Indonesia Tbk,2017-10-05T00:00:00,1075862943.0,Pengembangan
KREN,Quantum Clovera Investama Tbk.,2002-06-28T00:00:00,18208470100.0,Pemantauan Khusus
LMAS,Limas Indonesia Makmur Tbk,2001-12-28T00:00:00,787851525.0,Pemantauan Khusus
LUCK,Sentral Mitra Informatika Tbk.,2018-11-28T00:00:00,715749640.0,Pengembangan
MCAS,M Cash Integrasi Tbk.,2017-11-01T00:00:00,867933300.0,Utama
MENN,Menn Teknologi Indonesia Tbk.,2023-04-18T00:00:00,1434052006.0,Akselerasi
MLPT,Multipolar Technology Tbk.,2013-07-08T00:00:00,1875000000.0,Pengembangan
MPIX,Mitra Pedagang Indonesia Tbk.,2024-02-07T00:00:00,1562500000.0,Pengembangan
MSTI,Mastersystem Infotama Tbk.,2023-11-08T00:00:00,3138823600.0,Utama
MTDL,Metrodata Electronics Tbk.,1990-04-09T00:00:00,12276884585.0,Utama
NFCX,NFC Indonesia Tbk.,2018-07-12T00:00:00,666667500.0,Pengembangan
NINE,Techno9 Indonesia Tbk.,2022-12-05T00:00:00,2157000000.0,Akselerasi
PGJO,Tourindo Guide Indonesia Tbk.,2020-01-08T00:00:00,772459095.0,Akselerasi
PTSN,Sat Nusapersada Tbk,2007-11-08T00:00:00,5314344000.0,Pengembangan
RUNS,Global Sukses Solusi Tbk.,2021-09-08T00:00:00,983557875.0,Akselerasi
SKYB,Northcliff Citranusa Indonesia,2010-07-07T00:00:00,585000000.0,Pemantauan Khusus
TECH,Indosterling Technomedia Tbk.,2020-06-04T00:00:00,1256300000.0,Pemantauan Khusus
TFAS,Telefast Indonesia Tbk.,2019-09-17T00:00:00,1666666500.0,Pengembangan
TOSK,Topindo Solusi Komunika Tbk.,2024-02-07T00:00:00,4375000000.0,Pengembangan
TRON,Teknologi Karya Digital Nusa T,2023-03-08T00:00:00,2951290722.0,Pengembangan
UVCR,Trimegah Karya Pratama Tbk.,2021-07-27T00:00:00,2000144838.0,Pengembangan
WGSH,Wira Global Solusi Tbk.,2021-12-06T00:00:00,1042500000.0,Akselerasi
WIFI,Solusi Sinergi Digital Tbk.,2020-12-30T00:00:00,2359355118.0,Pengembangan
WIRG,WIR ASIA Tbk.,2022-04-04T00:00:00,11938622394.0,Pengembangan
ZYRX,Zyrexindo Mandiri Buana Tbk.,2021-03-30T00:00:00,1333334556.0,Pengembangan
