code,name,listingDate,shares,listingBoard
BMHS,Bundamedik Tbk.,2021-07-06T00:00:00,8603416176.0,Utama
CARE,Metro Healthcare Indonesia Tbk,2020-03-13T00:00:00,33250000000.0,Pengembangan
DGNS,Diagnos Laboratorium Utama Tbk,2021-01-15T00:00:00,1250000000.0,Pengembangan
DVLA,Darya-Varia Laboratoria Tbk.,1994-11-11T00:00:00,1120000000.0,Pengembangan
HALO,Haloni Jane Tbk.,2023-02-08T00:00:00,5650011435.0,Pengembangan
HEAL,Medikaloka Hermina Tbk.,2018-05-16T00:00:00,15365950000.0,Utama
IKPM,Ikapharmindo Putramas Tbk.,2023-11-08T00:00:00,1684662500.0,Pengembangan
INAF,Indofarma Tbk.,2001-04-17T00:00:00,3099267500.0,Pemantauan Khusus
IRRA,Itama Ranoraya Tbk.,2019-10-15T00:00:00,1600000000.0,Pengembangan
KAEF,Kimia Farma Tbk.,2001-07-04T00:00:00,5566584590.0,Pengembangan
KLBF,Kalbe Farma Tbk.,1991-07-30T00:00:00,46875122110.0,Utama
LABS,UBC Medical Indonesia Tbk.,2024-07-10T00:00:00,3950000000.0,Pengembangan
MEDS,Hetzer Medical Indonesia Tbk.,2022-08-10T00:00:00,1562500000.0,Pengembangan
MERK,Merck Tbk.,1981-07-23T00:00:00,448000000.0,Pengembangan
MIKA,Mitra Keluarga Karyasehat Tbk.,2015-03-24T00:00:00,14246349500.0,Utama
MMIX,Multi Medika Internasional Tbk,2022-12-06T00:00:00,2400094493.0,Pengembangan
MTMH,Murni Sadar Tbk.,2022-04-20T00:00:00,2068526950.0,Utama
OMED,Jayamas Medica Industri Tbk.,2022-11-08T00:00:00,27058850000.0,Utama
PEHA,Phapros Tbk.,2018-12-26T00:00:00,840000000.0,Pengembangan
PEVE,Penta Valent Tbk.,2023-01-24T00:00:00,1765625000.0,Pengembangan
PRAY,Famon Awal Bros Sedaya Tbk.,2022-11-08T00:00:00,13959422300.0,Pengembangan
PRDA,Prodia Widyahusada Tbk.,2016-12-07T00:00:00,937500000.0,Utama
PRIM,Royal Prima Tbk.,2018-05-15T00:00:00,3393434905.0,Pengembangan
PYFA,Pyridam Farma Tbk,2001-10-16T00:00:00,11236680000.0,Pengembangan
RSCH,Charlie Hospital Semarang Tbk.,2023-08-28T00:00:00,2650000000.0,Pengembangan
RSGK,Kedoya Adyaraya Tbk.,2021-09-08T00:00:00,929675000.0,Utama
SAME,Sarana Meditama Metropolitan T,2013-01-11T00:00:00,17147132545.0,Utama
SCPI,Organon Pharma Indonesia Tbk.,1990-06-08T00:00:00,3600000.0,Pengembangan
SIDO,Industri Jamu dan Farmasi Sido,2013-12-18T00:00:00,30000000000.0,Utama
SILO,Siloam International Hospitals,2013-09-12T00:00:00,13006125000.0,Utama
SOHO,Soho Global Health Tbk.,2020-09-08T00:00:00,12691682390.0,Pengembangan
SRAJ,Sejahteraraya Anugrahjaya Tbk.,2011-04-11T00:00:00,12000705445.0,Utama
SURI,Maja Agung Latexindo Tbk.,2023-12-07T00:00:00,6334375000.0,Pengembangan
TSPC,Tempo Scan Pacific Tbk.,1994-06-17T00:00:00,4509864300.0,Utama
