code,name,listingDate,shares,listingBoard
ABMM,ABM Investama Tbk.,2011-12-06T00:00:00,2753165000.0,Utama
ADMR,Adaro Minerals Indonesia Tbk.,2022-01-03T00:00:00,40882331500.0,Utama
ADRO,Adaro Energy Indonesia Tbk.,2008-07-16T00:00:00,31985962000.0,Utama
AIMS,Artha Mahiya Investama Tbk.,2001-07-20T00:00:00,220000000.0,Pemantauan Khusus
AKRA,AKR Corporindo Tbk.,1994-10-03T00:00:00,20073474600.0,Utama
ALII,Ancara Logistics Indonesia Tbk,2024-02-07T00:00:00,15825800000.0,Utama
APEX,Apexindo Pratama Duta Tbk.,2013-06-05T00:00:00,3546466661.0,Pengembangan
ARII,Atlas Resources Tbk.,2011-11-08T00:00:00,3431000000.0,Pengembangan
ARTI,Ratu Prabu Energi Tbk,2003-04-30T00:00:00,7840000000.0,Pemantauan Khusus
ATLA,Atlantis Subsea Indonesia Tbk.,2024-04-16T00:00:00,6199500000.0,Pengembangan
BBRM,Pelayaran Nasional Bina Buana ,2013-01-09T00:00:00,8479490328.0,Pengembangan
BESS,Batulicin Nusantara Maritim Tb,2020-03-09T00:00:00,3440455528.0,Pengembangan
BIPI,Astrindo Nusantara Infrastrukt,2010-02-11T00:00:00,63710196917.0,Pengembangan
BOSS,Borneo Olah Sarana Sukses Tbk.,2018-02-15T00:00:00,1400000000.0,Pemantauan Khusus
BSML,Bintang Samudera Mandiri Lines,2021-12-16T00:00:00,1850225000.0,Pengembangan
BSSR,Baramulti Suksessarana Tbk.,2012-11-08T00:00:00,2616500000.0,Pengembangan
BULL,Buana Lintas Lautan Tbk.,2011-05-23T00:00:00,14117801449.0,Pengembangan
BUMI,Bumi Resources Tbk.,1990-07-30T00:00:00,371320705024.0,Utama
BYAN,Bayan Resources Tbk.,2008-08-12T00:00:00,33333335000.0,Utama
CANI,Capitol Nusantara Indonesia Tb,2014-01-16T00:00:00,833440000.0,Pemantauan Khusus
CBRE,Cakra Buana Resources Energi T,2023-01-09T00:00:00,4538049712.0,Pemantauan Khusus
CGAS,Citra Nusantara Gemilang Tbk.,2024-01-08T00:00:00,1771440342.0,Pengembangan
CNKO,Exploitasi Energi Indonesia Tb,2001-11-20T00:00:00,8956361206.0,Pemantauan Khusus
COAL,Black Diamond Resources Tbk.,2022-09-07T00:00:00,6250000000.0,Pemantauan Khusus
CUAN,Petrindo Jaya Kreasi Tbk.,2023-03-08T00:00:00,11241890000.0,Utama
DEWA,Darma Henwa Tbk,2007-09-26T00:00:00,21853733792.0,Utama
DOID,Delta Dunia Makmur Tbk.,2001-06-15T00:00:00,8198788432.0,Utama
DSSA,Dian Swastatika Sentosa Tbk,2009-12-10T00:00:00,7705523200.0,Pemantauan Khusus
DWGL,Dwi Guna Laksana Tbk.,2017-12-13T00:00:00,9252820991.0,Pengembangan
ELSA,Elnusa Tbk.,2008-02-06T00:00:00,7298500000.0,Utama
ENRG,Energi Mega Persada Tbk.,2004-06-07T00:00:00,24821230250.0,Utama
FIRE,Alfa Energi Investama Tbk.,2017-06-09T00:00:00,1475363179.0,Pengembangan
GEMS,Golden Energy Mines Tbk.,2011-11-17T00:00:00,5882353000.0,Utama
GTBO,Garda Tujuh Buana Tbk,2009-07-09T00:00:00,2500000000.0,Pengembangan
GTSI,GTS Internasional Tbk.,2021-09-08T00:00:00,15819142767.0,Pemantauan Khusus
HILL,Hillcon Tbk.,2023-03-01T00:00:00,2948300000.0,Utama
HITS,Humpuss Intermoda Transportasi,1997-12-15T00:00:00,7101084801.0,Utama
HRUM,Harum Energy Tbk.,2010-10-06T00:00:00,13518100000.0,Utama
HUMI,Humpuss Maritim Internasional ,2023-08-09T00:00:00,18046489195.0,Utama
IATA,MNC Energy Investments Tbk.,2006-09-13T00:00:00,25238245448.0,Pemantauan Khusus
INDY,Indika Energy Tbk.,2008-06-11T00:00:00,5210192000.0,Utama
INPS,Indah Prakasa Sentosa Tbk.,2018-04-06T00:00:00,650000000.0,Pengembangan
ITMA,Sumber Energi Andalan Tbk.,1990-12-10T00:00:00,999053167.0,Pengembangan
ITMG,Indo Tambangraya Megah Tbk.,2007-12-18T00:00:00,1129925000.0,Utama
JSKY,Sky Energy Indonesia Tbk.,2018-03-28T00:00:00,2032540000.0,Pemantauan Khusus
KKGI,Resource Alam Indonesia Tbk.,1991-07-01T00:00:00,5000000000.0,Utama
KOPI,Mitra Energi Persada Tbk.,2015-05-04T00:00:00,697266668.0,Pengembangan
LEAD,Logindo Samudramakmur Tbk.,2013-12-11T00:00:00,4049616328.0,Pengembangan
MAHA,Mandiri Herindo Adiperkasa Tbk,2023-07-25T00:00:00,16666000000.0,Utama
MBAP,Mitrabara Adiperdana Tbk.,2014-07-10T00:00:00,1227271952.0,Pengembangan
MBSS,Mitrabahtera Segara Sejati Tbk,2011-04-06T00:00:00,1750026639.0,Utama
MCOL,Prima Andalan Mandiri Tbk.,2021-09-07T00:00:00,3555560000.0,Utama
MEDC,Medco Energi Internasional Tbk,1994-10-12T00:00:00,25136231252.0,Utama
MKAP,Multikarya Asia Pasifik Raya T,2024-02-12T00:00:00,3250000000.0,Pengembangan
MTFN,Capitalinc Investment Tbk.,1990-04-16T00:00:00,31842082852.0,Pemantauan Khusus
MYOH,Samindo Resources Tbk.,2000-07-27T00:00:00,2206312500.0,Utama
PGAS,Perusahaan Gas Negara Tbk.,2003-12-15T00:00:00,24241508196.0,Utama
PKPK,Perdana Karya Perkasa Tbk,2007-07-11T00:00:00,1200000000.0,Pengembangan
PSSI,IMC Pelita Logistik Tbk.,2017-12-05T00:00:00,5417063153.0,Utama
PTBA,Bukit Asam Tbk.,2002-12-23T00:00:00,11520659250.0,Utama
PTIS,Indo Straits Tbk.,2011-07-12T00:00:00,550165300.0,Pengembangan
PTRO,Petrosea Tbk.,1990-05-21T00:00:00,1008605000.0,Utama
RAJA,Rukun Raharja Tbk.,2006-04-19T00:00:00,4227082500.0,Utama
RGAS,Kian Santang Muliatama Tbk.,2023-11-08T00:00:00,1459217323.0,Pengembangan
RIGS,Rig Tenders Indonesia Tbk.,1990-03-05T00:00:00,609130000.0,Pengembangan
RMKE,RMK Energy Tbk.,2021-12-07T00:00:00,4375000000.0,Utama
RMKO,Royaltama Mulia Kontraktorindo,2023-07-31T00:00:00,1250000000.0,Pengembangan
RUIS,Radiant Utama Interinsco Tbk.,2006-07-12T00:00:00,770000000.0,Pengembangan
SEMA,Semacom Integrated Tbk.,2022-01-10T00:00:00,1347258842.0,Pengembangan
SGER,Sumber Global Energy Tbk.,2020-08-10T00:00:00,15586909438.0,Pengembangan
SHIP,Sillo Maritime Perdana Tbk.,2016-06-16T00:00:00,2719790000.0,Utama
SICO,Sigma Energy Compressindo Tbk.,2022-04-08T00:00:00,910051022.0,Pengembangan
