code,name,listingDate,shares,listingBoard
AMFG,Asahimas Flat Glass Tbk.,1995-11-08T00:00:00,434000000.0,Utama
AMIN,Ateliers Mecaniques D Indonesi,2015-12-10T00:00:00,1080000000.0,Pengembangan
APII,Arita Prima Indonesia Tbk.,2013-10-29T00:00:00,1075760000.0,Pengembangan
ARKA,Arkha Jayanti Persada Tbk.,2019-07-10T00:00:00,2000000000.0,Pemantauan Khusus
ARNA,Arwana Citramulia Tbk.,2001-07-17T00:00:00,7341430976.0,Utama
ASGR,Astra Graphia Tbk.,1989-11-15T00:00:00,1348780500.0,Utama
ASII,Astra International Tbk.,1990-04-04T00:00:00,40483553140.0,Utama
BHIT,MNC Asia Holding Tbk.,1997-11-24T00:00:00,86068156705.0,Pemantauan Khusus
BINO,Perma Plasindo Tbk.,2021-11-25T00:00:00,2175020404.0,Pengembangan
BLUE,Berkah Prima Perkasa Tbk.,2019-07-08T00:00:00,418000000.0,Pengembangan
BNBR,Bakrie & Brothers Tbk,1989-08-28T00:00:00,160057457509.0,Pemantauan Khusus
CAKK,Cahayaputra Asa Keramik Tbk.,2018-10-31T00:00:00,1203300219.0,Pengembangan
CCSI,Communication Cable Systems In,2019-06-18T00:00:00,1199999998.0,Pengembangan
CRSN,Carsurin Tbk.,2023-07-10T00:00:00,2892000000.0,Pengembangan
CTTH,Citatah Tbk.,1996-07-03T00:00:00,1230839821.0,Pemantauan Khusus
DYAN,Dyandra Media International Tb,2013-03-25T00:00:00,4272964279.0,Pengembangan
FOLK,Multi Garam Utama Tbk.,2023-08-07T00:00:00,3948140759.0,Pengembangan
GPSO,Geoprima Solusi Tbk.,2021-09-06T00:00:00,666741103.0,Pengembangan
HEXA,Hexindo Adiperkasa Tbk.,1995-02-13T00:00:00,840000000.0,Utama
HOPE,Harapan Duta Pertiwi Tbk.,2021-05-24T00:00:00,2130360203.0,Pemantauan Khusus
HYGN,Ecocare Indo Pasifik Tbk.,2024-02-13T00:00:00,2525000000.0,Pengembangan
IBFN,Intan Baru Prana Tbk.,2014-12-22T00:00:00,1517332349.0,Pemantauan Khusus
ICON,Island Concepts Indonesia Tbk.,2005-07-08T00:00:00,1089750000.0,Pemantauan Khusus
IKAI,Intikeramik Alamasri Industri ,1997-06-04T00:00:00,13305799387.0,Pemantauan Khusus
IKBI,Sumi Indo Kabel Tbk.,1991-01-21T00:00:00,1224000000.0,Pengembangan
IMPC,Impack Pratama Industri Tbk.,2014-12-17T00:00:00,54268500000.0,Utama
INDX,Tanah Laut Tbk,2001-05-17T00:00:00,437913588.0,Pengembangan
INTA,Intraco Penta Tbk.,1993-08-23T00:00:00,3343935022.0,Pemantauan Khusus
JECC,Jembo Cable Company Tbk.,1992-11-18T00:00:00,756000000.0,Pengembangan
JTPE,Jasuindo Tiga Perkasa Tbk.,2002-04-16T00:00:00,6852050000.0,Utama
KBLI,KMI Wire & Cable Tbk.,1992-07-06T00:00:00,4007235107.0,Utama
KBLM,Kabelindo Murni Tbk.,1992-06-01T00:00:00,1120000000.0,Pengembangan
KIAS,Keramika Indonesia Assosiasi T,1994-12-08T00:00:00,14929100000.0,Pemantauan Khusus
KING,Hoffmen Cleanindo Tbk.,2023-02-16T00:00:00,2600006720.0,Akselerasi
KOBX,Kobexindo Tractors Tbk.,2012-07-05T00:00:00,2272500000.0,Pengembangan
KOIN,Kokoh Inti Arebama Tbk,2008-04-09T00:00:00,980843732.0,Pemantauan Khusus
KONI,Perdana Bangun Pusaka Tbk,1995-08-22T00:00:00,312000000.0,Pengembangan
KPAL,Steadfast Marine Tbk.,2018-06-08T00:00:00,1069009400.0,Pemantauan Khusus
KRAH,Grand Kartech Tbk.,2013-11-08T00:00:00,971190000.0,Pemantauan Khusus
KUAS,Ace Oldfields Tbk.,2021-10-25T00:00:00,1292808150.0,Pengembangan
LABA,Ladangbaja Murni Tbk.,2021-06-10T00:00:00,1103402553.0,Pengembangan
LION,Lion Metal Works Tbk.,1993-08-20T00:00:00,520160000.0,Pemantauan Khusus
MARK,Mark Dynamics Indonesia Tbk.,2017-07-12T00:00:00,3800000310.0,Utama
MDRN,Modern Internasional Tbk.,1991-07-16T00:00:00,7632167798.0,Pemantauan Khusus
MFMI,Multifiling Mitra Indonesia Tb,2010-12-29T00:00:00,757581000.0,Pemantauan Khusus
MHKI,Multi Hanna Kreasindo Tbk.,2024-04-16T00:00:00,3750000000.0,Pengembangan
MLIA,Mulia Industrindo Tbk,1994-01-17T00:00:00,6615000000.0,Utama
MUTU,Mutuagung Lestari Tbk.,2023-08-09T00:00:00,3142875510.0,Pengembangan
NTBK,Nusatama Berkah Tbk.,2022-02-09T00:00:00,2700064877.0,Pengembangan
PADA,Personel Alih Daya Tbk.,2022-12-08T00:00:00,3150000000.0,Pemantauan Khusus
PIPA,Multi Makmur Lemindo Tbk.,2023-04-10T00:00:00,3425028064.0,Pemantauan Khusus
PTMP,Mitra Pack Tbk.,2023-03-06T00:00:00,3169200000.0,Pengembangan
SCCO,Supreme Cable Manufacturing & ,1982-07-20T00:00:00,822333600.0,Pengembangan
SINI,Singaraja Putra Tbk.,2019-11-08T00:00:00,481000000.0,Pemantauan Khusus
SKRN,Superkrane Mitra Utama Tbk.,2018-10-11T00:00:00,7500000000.0,Pengembangan
SMIL,Sarana Mitra Luas Tbk.,2023-05-12T00:00:00,8750101568.0,Utama
SOSS,Shield On Service Tbk.,2018-11-06T00:00:00,799414231.0,Pengembangan
SPTO,Surya Pertiwi Tbk.,2018-05-14T00:00:00,2700000000.0,Utama
TIRA,Tira Austenite Tbk,1993-07-27T00:00:00,588000000.0,Pengembangan
TOTO,Surya Toto Indonesia Tbk.,1990-10-30T00:00:00,10320000000.0,Pengembangan
TRIL,Triwira Insanlestari Tbk.,2008-01-28T00:00:00,1200000000.0,Pemantauan Khusus
